Branch,Kabupaten,Type,Name,Address,Telephone,Class,Kecamatan,Lat,Long
SAMARINDA,SAMARINDA,P3,DRG. KARMIJO,Jl. Camar no. 72 (Apotek Bethesda),08125857766,,,,
SAMARINDA,SAMARINDA,P3,DRG. WILSA MEITA M.,Jl. K.H. Wahid Hasyim,08125506272,,,,
SAMARINDA,SAMARINDA,P3,DRG. KLINIK KORPRI KALTIM,Jl. Kesuma Bangsa No. 1B ,(0541) 732910,,,,
SAMARINDA,SAMARINDA,P3,DRG. INGRAT,JL. DR. SOETOMO,082157132995,,,,
SAMARINDA,SAMARINDA,P3,DRG. ASTUTI,JL. JUANDA,0811557387,,,,
SAMARINDA,SAMARINDA,P3,DRG. BOWIE,JL. P. KALIMANTAN (APOTIK MUSTANG),081320271963,,,,
SAMARINDA,SAMARINDA,P3,DRG. DIAN,JL. BUNG TOMO NO 72 SAMARINDA SEBERANG,081520971545,,,,
SAMARINDA,SAMARINDA,P4,KLINIK UMUM & BERSALIN IBNU RUSYD,Jl. P. Suryanata Ring Road II No. 63 Air Putih,0541-290972,,,,
SAMARINDA,SAMARINDA,P4,KLINIK KORPRI KALTIM,Jl. Kesuma Bangsa No. 1B ,0541-732910,,,,
SAMARINDA,SAMARINDA,P4,KLINIK BHAKTI SENTOSA,Jl. Sentosa No. 16 (Klinik di Samarinda Seberang),0541-771376,,,,
SAMARINDA,SAMARINDA,P5,DENKESYAH KOREM 091/ASN,JL. SOEDIRMAN NO. 52,081350671990,,,,
SAMARINDA,SAMARINDA,P5,DENKESYAH POL YONIF 611/AWL,LOA JANAN,082157161991,,,,
SAMARINDA,SAMARINDA,P6,POLIKLINIK POLRESTA SAMARINDA,JL. BHAYANGKARA,(0541) 741516,,,,
SAMARINDA,SAMARINDA,S1,Apotek ASK Jaya,Jl. Sentosa No. 18,0541-771376,,,,
SAMARINDA,SAMARINDA,S2,Laboratorium Nur Asih,Jl. Agus Salim No. 38A,0811552859,,,,
SAMARINDA,SAMARINDA,S5,UDD PMI Kota Samarinda,Jl. Palang Merah No. 1 Komp RSU Samarinda. 75123,0541-203043,,,,
SAMARINDA,BONTANG,P1,PKM Bontang Utara I,"Jl. A. Yani RT 13 Kel. Bontang Baru, Kec. Bontang Utara",0548 - 3035918,,,,
SAMARINDA,BONTANG,P1,PKM Bontang Utara II,"Jl. Arief Rahman Hakim no. 40 RT. 40 Kel. Belimbing, Kec. Bontang Utara 75331",0548 - 41600,,,,
SAMARINDA,BONTANG,P1,PKM Bontang Selatan I,"Jl. Cumi-cumi RT 1 No 08 Kel. Tanjung Laut Indah, Kec. Bontang Selatan",0548 - 21114,,,,
SAMARINDA,BONTANG,P1,PKM Bontang Selatan II,"Jl. Hayam Wuruk RT 18 No 01, Kel.Berebas Tengah, Kec.Bontang Selatan",0548 - 21265,,,,
SAMARINDA,BONTANG,P1,PKM Bontang Barat,"Jl. Damai RT 7 No 41-42,Kel.Kanaan,        Kec.Bontang Barat",0548 - 3037004,,,,
SAMARINDA,BONTANG,P1,PKM Bontang Lestari,"Jl. M. Roem RT 8, Kel. Bontang Lestari, Kec. Bontang Selatan",-,,,,
SAMARINDA,BONTANG,P2,DR. RACHMAWATI,Jln. Suryanata No. 21 Bontang,08125524408,Faskes Askes dan Jamsostek,,,
SAMARINDA,BONTANG,P2,DR. INDRIATI AZIS,Jln. Soekarno - Hatta Berbas Tengah Bontang,0811584062,Faskes Askes dan Jamsostek,,,
SAMARINDA,BONTANG,P2,DR. FITRIAWATY YUSUF,Jln. Diponegoro Bontang,08125828233,,,,
SAMARINDA,BONTANG,P2,DR. HARI PRASETYA,"Jln. Bhayangkara KM 4,5 Bontang",08125503939,,,,
SAMARINDA,BONTANG,P2,DR. IRMA KALSUM LUBIS,Jln. WR. Supratman No. 17 TR. 27 Bontang / Jln. H. M. Ardans Ruko Pisangan Blok R-1 Bontang,,,,,
SAMARINDA,BONTANG,P2,DR. M. FIRMANSYAH,Jln. A. Yani Gunung Sari Bontang,085390206998,,,,
SAMARINDA,BONTANG,P2,"DR. SUKO RAHARDJO, M.KES",Jln. RE. Marthadinata Loktuan Bontang,0811552047,,,,
SAMARINDA,BONTANG,P2,DR. TETARIA ROSSI,Jln. RE. Marthadinata Loktuan Bontang,081347063123,,,,
SAMARINDA,BONTANG,P2,DR. YAYUK SUHARYOSO,Jln. MT. Haryono Bontang,08125894538,,,,
SAMARINDA,BONTANG,P3,DRG. ANY KUSUMA PUTRI,Jln. WR. Supratman No.21 Tanjung Laut Bontang,082155196072,,,,
SAMARINDA,BONTANG,P3,DRG. WH. AGUSTIN,Jln. RE. Marthadinata Loktuan Bontang,081331309080,,,,
SAMARINDA,BONTANG,P3,DRG. ASIAH,Jln. Patimura Gang Pencak Silat No. 1 Bontang,082131232337,,,,
SAMARINDA,BONTANG,P4,KLINIK PEGAWAI KOTA BONTANG,Jl. Ahmad Yani RT. 8 No. 29 ,(0548) 23901,,,,
SAMARINDA,BONTANG,P5,POSKES KODIM 0908 BONTANG,JL. AWANG LONG,,,,,
SAMARINDA,BONTANG,P5,POSKES ARHANUD ,JL. BHAYANGKARA,,,,,
SAMARINDA,BONTANG,P6,POLIKLINIK POLRES BONTANG,JL. BHAYANGKARA NO 1,,,,,
SAMARINDA,BONTANG,S4,RB AN'AM,Jln. WR. Supratman No. 25 RT 18 TJ Bontang,081347858056,,,,
SAMARINDA,BONTANG,S4,RB PISANGAN,Jln. Kemakmuran No.37 RT. 04 TJ  - Bontang,,,,,
SAMARINDA,BONTANG,S4,Klinik Bersalin Rini Altri,Jln. RE. Marthadinata Loktuan Bontang,085727870073,,,,
SAMARINDA,BONTANG,S5,UDD PMI Kota Bontang,STM Kimia Bontang. 75383 (Abd Hosen Nurdin),0548-25292,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SUNGAI MERDEKA,"Jl. Poros Samarinda - Balikpapan, Samboja",,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM BADAK BARU,"Jl. Perintis No. 27 Badak Baru, Kec. Muara Badak",,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM PERANGAT,Jl. Poros Samarinda - Bontang Km. 70,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM RITAN BARU,Desa Tukung Ritang - Tabang,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MUARA MUNTAI,Jl. DR. FL. Tobing No. 04 Muara Muntai,08125876864,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM LOA KULU,Jl. Mulyo Pranoto 1 No. 1 Desa Loh Sumber,0541 6666680,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MUARA JAWA,Jl. Soekarno Hatta No. 5 Handil 2,0541 691389 / 2073040,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SAMBOJA,Jl. Desa Sei Seluang - Samboja,0541 7215254,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM HANDIL BARU,Jl. Raya Balikpapan - Handil Baru,0542 7029690,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM LOA JANAN,Jl. Soekarno Hatta ,0541 261130,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM BATUAH,Jl. Soekarno - Hatta Km. 23,0541 7107006,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM LOA DURI,Jl. Kesehatan - Loa Duri,0541 266173,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SANGA - SANGA,Kl. H.O.S. Cokroaminoto Sanga-Sanga Dalam,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SUNGAI MERIAM,Jl. Mulawarman Sungai Meriam,0541 682412,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MUARA BADAK,Jl. Bina Raga Muara Badak,0541 7775288,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MARANG KAYU,Jl. Marangkayu 1,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MANGKURAWANG,Jl. Pateh Kota No. 5,0541 661710,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM RAPAK MAHANG,Jl. Pesut No. 01 B,0541 662720,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM LOA IPUH,Jl. Loa Ipuh,0541 662601,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM TELUK DALAM,Jl. Kuini L. 2 No. 5 ,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SEPARI III,Jl. Poros Bukit Pariaman ,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SEBULU I,Jl. A. Syakir Sebulu I,08125522134,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM SEBULU II,Jl. Mulawarman Desa Sumber Sari No. 24,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MUARA KAMAN,Jl. Danau Lipan - Muara Kaman,0812108373,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM KOTA BANGUN,Jl. Jendral A. Yani - Kota Bangun,0541 6668408,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM RIMBAYU,Jl. Kota Bangun 2 (SP 2) Rimba Ayu,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM MUARA WIS,Desa Muara Wis,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM KAHALA,Jl. Desa Kahala - Komplek Kecamatan Kahala,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM KEMBANG JANGGUT,Jl. H. Darmansyah No. 28 - Kembang Janggut,,,,,
SAMARINDA,KUTAI KARTANEGARA,P1,PKM TABANG,Jl. Desa Sido Mulyo ,,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.NASYAR,JL. LOA DURI SAMARINDA,811585001,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR. YENNY INDRAWATY,Jl. Raya Poros Ds. Bangun Rejo ,81314334855,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR. NENI SUNDARI,Jl. Negara Balikpapan - Handil II RT.IV,8164590665,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR. WAODE NURAIDA,Jl. Bina Raga DS. Muara Badak Ulu RT. 5,811585009,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR. MUHAMMAD RIJONI,Jl. Jenderal Akhmad Yani ,81347580101,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR. NIZAMUDDIN,Jl. Pateh Kota No. 6 Rt. 10 ,8164576525,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.EVI MUSTIKAWATI ARIFIN B,JL. CUT NYAK DIEN / APOTIK AKBAR TENGGARONG,81342639933,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR. HERU JOKO SANTOSO,JL. MULYO PRANOTO DESA LOH SUMBER RT 1 KEC LOA KULU,81346372451,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.TEDDY ACHYAR,JL. MESJID RT 014/03 SANGA-SANGA,81347945909,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.YAZID MOCHAMMAD NUR,JL. IR SUKARNO NO 21 MUARA JAWA,81350752337,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.YUDITHA PATIUNG,JL. MAHAKAM RT 8 NO 51 ANGGANA,85250411595,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.HANDI HASTUTY,JL. HARAPAN BARU LOA JANAN SAMARINDA,8164517791,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.MAZNIATI,JL. PASAR LOA JANAN SAMARINDA,812559201,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.ROBY SYAH PUTRA FIRMANSYAH,PERUMAHAN PUSKESMAS SEBULU I,8125329903,,,,
SAMARINDA,KUTAI KARTANEGARA,P2,DR.YULIUS TONAPA,JL. SULTAN HASANUDDIN MUARA BADAK,811556262,,,,
SAMARINDA,KUTAI KARTANEGARA,P3,DRG. BAGUS CATUR RIYANTO,Jl. Danau Melintang No. 83A / Jl. Cut Nyak Dien Tenggarong,08125385951,,,,
SAMARINDA,KUTAI KARTANEGARA,P3,DRG. ISHARYANTO,JL. CIPTOMANGUNKUSUMO LOA JANAN,08125324699,,,,
SAMARINDA,KUTAI KARTANEGARA,P3,DRG. CANDRA RONTARI,JL. LOA DURI SAMARINDA,08125861975,,,,
SAMARINDA,KUTAI KARTANEGARA,P3,DRG. I WAYAN EDI,JL. LOA JANAN,0811585367,,,,
SAMARINDA,KUTAI KARTANEGARA,P3,DRG. EKO DJATMIKO,JL. HANDIL BARU,08152073040,,,,
SAMARINDA,KUTAI KARTANEGARA,P3,DRG. MERIANA TIKUPADANG,MUARA BADAK,081347206862,,,,
SAMARINDA,KUTAI KARTANEGARA,P4,KLINIK BUNDA AYU,Jl. Ahmad Dahlan No. 6 ,(0541) 64824,,,,
SAMARINDA,KUTAI KARTANEGARA,P5,POSKES KODIM 0906 ,JL. A. MUCHSIN TIMBAU,,,,,
SAMARINDA,KUTAI KARTANEGARA,P5,DENKESYAH SIKES ARMED B ,JL. SINGOLAWANG,,,,,
SAMARINDA,KUTAI KARTANEGARA,P6,POLIKLINIK POLRES TENGGARONG,JL. W. MONGINSIDI KM.4,(0541) 661410,,,,
SAMARINDA,KUTAI KARTANEGARA,S5,UDD PMI Kab Kukar,Jl. Imam Bonjol Tenggarong. 75512 (RSU AM Parikesit),0541-61464,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM LONG MESANGAT,Jl. Poros Sangatta - Bontang,8125595102,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM TELUK PANDAN,JL. Meranti Desa Bumi Etam,8157929402,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM KAUBUN,Jl. Kawasan Bukit Kiani,81350822991,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM BATU AMPAR,Jl. Desa Karagan Dalam,8125595102,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM KARANGAN,Jl. Desa Kelinjau Ilir,8157929402,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM MUARA ANCALONG,Jl. Abol Hasan Desa Muara Bengkal Ilir,81350822991,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM MUARA BENGKAL,Jl. HPH Porodisa (KM.32) SP.3,85652168017,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM RANTAU PULUNG,JL. Raden Kusuma No.23 ,85230089793,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM MUARA WAHAU I,Jl. Poros Wahau-Kombeng (PDC) ,85240056201,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM MUARA WAHAU II,Jl. Mesjid ArrahmanDesa Benua Baru Ilir,82140040054,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM SANGKULIRANG,JL. Pasar Inpres Desa Sangata Selatan,85275409001,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM SANGATTA,Jl. Yos Sudarso IV Desa Teluk Lingga,81355558887,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM TELUK LINGGA,JL. Ery Suparjan Desa Bukit Makmur-Kec.Kaliorang,81933827939,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM KALIORANG,Jl. Desa Long Lees ,81253054111,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM BUSANG,Jl. Jend. A.Yani No.15 RT.1 Desa Juk Ayaq,8125827490,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM TELEN,Jl. Desa Manubar,81347968729,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM SANDARAN,Jl. Poros Bengalon-Kaliorang Desa Sepaso,81244824484,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM BENGALON,Jl. RAYA Poros Mu.Wahau - Kombeng - Berau Desa Miau Baru,85246884130,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM KOMBENG,Jl. Poros Mu.Wahau - Kombeng - Berau Desa Miau Baru,85250699488,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM. SANGATTA UTARA,Sangatta Utara,-,,,,
SAMARINDA,KUTAI TIMUR,P1,PKM TEPIAN BARU,"PKM TEPIAN BARU, KUTAI TIMUR",-,,,,
SAMARINDA,KUTAI TIMUR,P2,DR. YUWANA SK,Jl. Karya Etam ( Rumah sakit Aulia Sangatta ),081347968729,,,,
SAMARINDA,KUTAI TIMUR,P2,DR. NOVEL TYTY PAEMBONAN,Jl. Anggi No. 5 Sangatta,08125513353,,,,
SAMARINDA,KUTAI TIMUR,P2,"DR. ESTY INDRIYANTI, M.KES",Jln. Yos Sudarso II Sangatta,081316872823,,,,
SAMARINDA,KUTAI TIMUR,P2,DR. RITA,Jln. Yos Sudarso 17 Sangatta,081350350585,,,,
SAMARINDA,KUTAI TIMUR,P5,POSKES KODIM 0909 SANGATTA,JL. KARYA ALAM RT.12 NO. 231,,,,,
SAMARINDA,KUTAI TIMUR,P5,BP LANAL Sangatta ,Komp Dewa Ruci Sukarno - Hatta Kutim,081244386599,,,,
SAMARINDA,KUTAI TIMUR,P6,POLIKLINIK POLRES KUTAI TIMUR,JL. BHAYANGKARA NO. 1 BUKIT PELANGI,081347905333,,,,
SAMARINDA,KUTAI TIMUR,S5,UDD PMI Kab Kutim,Jl. Cut Nyak Dien No 1 Sangata,,,,,
SAMARINDA,KUTAI BARAT,P1,PKM RESAK,Jl. Poros Trans Kalimantan,082157728837,,,,
SAMARINDA,KUTAI BARAT,P1,PKM BESIQ,Jl. Besik ,08125850251 / 081347331247,,,,
SAMARINDA,KUTAI BARAT,P1,PKM DAMAI,Jl. Jaksa Mamahit,081346570455,,,,
SAMARINDA,KUTAI BARAT,P1,PKM BARONG TONGKOK,Jl. R.A. Kartini,08215518632,,,,
SAMARINDA,KUTAI BARAT,P1,PKM MELAK,Jl. Jenderal Sudirman ,0545  41079 / 085250676006,,,,
SAMARINDA,KUTAI BARAT,P1,PKM LAMBING/MUARA LAWA,Jl. Janulen,081347190202,,,,
SAMARINDA,KUTAI BARAT,P1,PKM BENTIAN BESAR/DELANG PUTI,Jl. Kaka Sentoa. Dilang Puti,081347422741,,,,
SAMARINDA,KUTAI BARAT,P1,PKM MUARA PAHU,Jl. Raden Baroh,082149987000,,,,
SAMARINDA,KUTAI BARAT,P1,PKM TANJUNG ISUY,Jl. Gajah Mada,081253029502,,,,
SAMARINDA,KUTAI BARAT,P1,PKM PENYINGGAHAN,Jl. Sri Molo No. 06,085246845949,,,,
SAMARINDA,KUTAI BARAT,P1,PKM MUARA KEDANG,Jl. Jend. A. Yani,081347442180,,,,
SAMARINDA,KUTAI BARAT,P1,PKM LONG IRAM,Jl. Dr. Soewondo RT IV,081347890412,,,,
SAMARINDA,KUTAI BARAT,P1,PKM TERING SEBERANG,Jl. Kapten Tausin,081367728463,,,,
SAMARINDA,KUTAI BARAT,P1,PKM LINGGANG BIGUNG,Jl. Pelajar,081350465999,,,,
SAMARINDA,KUTAI BARAT,P1,PKM SEKOLAQ DARAT,Jl. Sumping RT IV,085246865343,,,,
SAMARINDA,KUTAI BARAT,P1,PKM GUNUNG RAMPAH,Jl. Mangku Aji RT IV,085393304722,,,,
SAMARINDA,KUTAI BARAT,P1,PKM BELUSUH,Jl. Trans Kalimantan,085247332380,,,,
SAMARINDA,KUTAI BARAT,P1,PKM DEMPAR,Jl. Kanure RT III,081341504113,,,,
SAMARINDA,KUTAI BARAT,P2,KLINIK PURAI NGERIMAN KUTAI BARAT,Jl. Imam Bonjol RT. IV Simpang Raya Barong Tongkok,( 0545 ) 4043956,,,,
